id_cliente;nombre_cliente;apellido_cliente;correo_cliente;direccion_ip_cliente;categoria_articulo;codigo_articulo;ciudad_cliente;fecha
92-645;Isaak;Bouchier;ibouchierno@nasa.gov;32.88.8.35;D;84;Orlando;9/02/2018
90-906;Amandi;Lomansey;alomanseyjl@biglobe.ne.jp;27.93.124.2;C;140;Miami;11/02/2018
58-941;Guglielmo;Olenov;golenovez@newsvine.com;3.118.60.52;A;134;Miami;24/02/2018
54-427;Jourdain;Juanes;jjuanesgj@com.com;224.179.255.103;B;109;San Diego;6/02/2018
92-386;Garth;Curtin;gcurtinz@indiegogo.com;244.169.178.144;B;150;Los Angeles;12/02/2018
79-847;Chauncey;Bonnavant;cbonnavantg5@alexa.com;211.63.128.225;C;103;Denver;4/02/2018
02-970;Robby;Lawrinson;rlawrinsoncy@businessweek.com;218.246.141.91;B;145;San Fransisco;19/02/2018
12-689;Rip;Mogford;rmogfordc1@cnet.com;196.36.60.137;D;125;Chicago;26/02/2018
38-402;Clem;Spinige;cspinige90@slideshare.net;123.92.150.212;A;39;Dallas;2/02/2018
28-092;Nikkie;Lievesley;nlievesley2g@chicagotribune.com;118.123.31.61;B;118;Miami;8/02/2018
89-364;Duffy;Dominka;ddominkahn@dot.gov;29.70.180.174;C;115;Altanta;2/02/2018
29-586;Mavra;Aust;maust41@patch.com;77.177.91.19;D;106;Altanta;14/02/2018
02-691;Kathryn;McClurg;kmcclurgdb@lycos.com;237.226.12.69;D;79;San Diego;15/02/2018
41-817;Myrtie;Mohamed;mmohamed5w@unesco.org;235.110.26.174;C;52;Seattle;3/02/2018
03-764;Miguelita;Alyutin;malyutinjp@quantcast.com;93.226.211.21;D;10;Nueva York;15/02/2018
02-324;Blaire;Costellow;bcostellowdu@howstuffworks.com;117.18.72.62;C;4;Phoenix;25/02/2018
59-116;Mikey;Chastney;mchastney9b@yellowbook.com;179.237.191.129;D;18;Miami;7/02/2018
46-283;Mara;Cammomile;mcammomile7q@networksolutions.com;55.77.143.182;D;150;Miami;16/02/2018
78-743;Gilbert;Mawman;gmawmane0@surveymonkey.com;129.54.162.117;C;128;Miami;27/02/2018
74-989;Letisha;Filov;lfilovj8@mail.ru;91.34.97.202;A;19;San Diego;13/02/2018
74-455;Elvira;Pankhurst.;epankhurstac@miitbeian.gov.cn;3.50.121.207;A;146;Altanta;22/02/2018
29-225;Peirce;Costanza;pcostanzal1@bandcamp.com;147.77.185.10;B;142;Chicago;24/02/2018
08-712;Gan;Ivanchin;givanchinjq@facebook.com;93.200.203.61;B;149;Houston;15/02/2018
22-894;Haze;Chrestien;hchrestien7s@google.ca;112.112.131.69;C;126;Houston;4/02/2018
04-048;Gaby;Shirley;gshirleyks@icq.com;159.43.24.143;C;140;Los Angeles;20/02/2018
22-832;Elsie;Roden;erodenp2@deviantart.com;27.236.72.44;D;71;Chicago;26/02/2018
33-418;Codi;Iceton;cicetonlr@w3.org;173.233.6.106;B;38;San Diego;27/02/2018
00-050;Roy;Awcoate;rawcoate4l@taobao.com;115.112.158.108;B;87;Dallas;13/02/2018
76-430;Carmelina;Robillart;crobillart26@yellowbook.com;202.79.251.104;B;104;Altanta;24/02/2018
95-461;Michal;Youles;myoules18@yolasite.com;178.101.100.218;A;120;Chicago;11/02/2018
94-362;Maud;Basilio;mbasiliobc@slashdot.org;192.166.160.61;D;79;Los Angeles;14/02/2018
08-463;Elisha;Grist;egristm7@bandcamp.com;95.32.54.160;B;64;Phoenix;24/02/2018
02-398;Estella;Turri;eturriq8@xing.com;54.44.67.179;B;17;Miami;5/02/2018
20-753;Bernhard;Kynston;bkynstonpj@rediff.com;75.228.56.97;A;42;San Diego;15/02/2018
29-935;Judi;Durnan;jdurnanm9@diigo.com;193.87.253.40;D;146;Denver;16/02/2018
39-265;Marthe;Beaglehole;mbeagleholefq@geocities.jp;114.5.148.72;B;45;Orlando;4/02/2018
03-302;Graeme;Bugdell;gbugdellr5@earthlink.net;224.137.133.202;D;7;Nueva York;5/02/2018
56-547;Clemmie;Clemencon;cclemenconb3@senate.gov;46.223.230.58;B;79;Chicago;20/02/2018
64-604;Salome;Puddifer;spuddifer2u@reddit.com;103.185.157.65;A;53;Miami;17/02/2018
70-901;Diahann;Saines;dsainescx@over-blog.com;44.25.46.55;D;84;Denver;25/02/2018
14-506;Dorette;Gameson;dgamesonpr@apache.org;92.39.198.132;C;107;Altanta;2/02/2018
25-804;Brynne;Bawles;bbawles2i@oakley.com;58.34.234.19;B;24;Dallas;3/02/2018
48-523;Beale;Sketchley;bsketchleydv@netscape.com;7.5.32.90;A;16;Seattle;20/02/2018
07-294;Llewellyn;Gimenez;lgimenez6@wired.com;162.168.209.231;D;113;Orlando;26/02/2018
91-930;Shellysheldon;Hazzard;shazzardm@blinklist.com;161.146.149.76;D;5;Nueva York;14/02/2018
30-854;Madeleine;Lyokhin;mlyokhinne@4shared.com;51.233.155.37;A;138;Los Angeles;27/02/2018
60-883;Drugi;De Bernardis;ddebernardis52@va.gov;83.86.150.1;D;146;Houston;27/02/2018
24-800;Sully;Quade;squade6w@networksolutions.com;167.206.249.199;A;115;Chicago;1/02/2018
04-261;Rosene;Kid;rkidmf@cnet.com;178.25.44.216;C;122;San Diego;25/02/2018
96-643;Annemarie;Daton;adatondo@technorati.com;195.208.21.40;D;85;Denver;25/02/2018
17-441;Mari;Galfour;mgalfourng@si.edu;144.99.127.221;D;110;Denver;8/02/2018
99-550;Brinna;Chaffin;bchaffin75@thetimes.co.uk;91.245.224.48;D;116;Denver;21/02/2018
24-080;Morgan;Baughn;mbaughniy@php.net;169.169.29.39;D;112;Orlando;1/02/2018
90-662;Geri;Amys;gamysgc@stumbleupon.com;212.69.33.29;D;39;Dallas;3/02/2018
04-726;Kenon;Adlem;kadlemjt@scientificamerican.com;203.81.224.70;B;113;Dallas;2/02/2018
00-828;Adi;Crowd;acrowdot@guardian.co.uk;209.248.49.216;A;56;Chicago;13/02/2018
39-791;Sosanna;Pietrowski;spietrowski3o@geocities.jp;218.135.142.100;C;13;San Fransisco;18/02/2018
22-141;Briggs;Arkell;barkellcf@addthis.com;101.86.254.121;D;5;San Diego;21/02/2018
98-617;Pearce;Atkyns;patkyns3r@nps.gov;191.37.124.21;B;54;Seattle;12/02/2018
58-240;Isidor;Uwins;iuwinshr@whitehouse.gov;137.176.14.3;B;54;Orlando;18/02/2018
90-066;Craggie;Palfery;cpalferycb@vinaora.com;250.212.57.83;B;109;San Diego;2/02/2018
09-887;Tedi;Caren;tcarenim@mapquest.com;141.202.242.135;C;90;Orlando;2/02/2018
54-546;Neda;Dinsdale;ndinsdaled4@japanpost.jp;242.96.81.10;D;140;Chicago;6/02/2018
65-927;Gilberto;Burden;gburdeniw@phoca.cz;35.100.223.140;B;51;Los Angeles;7/02/2018
41-057;Nedi;Grugerr;ngrugerrd5@live.com;30.137.49.211;B;53;San Diego;22/02/2018
92-393;Vania;Pusey;vpusey21@hc360.com;27.94.99.195;D;148;Orlando;5/02/2018
80-761;Jamaal;Geill;jgeill6b@harvard.edu;231.139.181.101;C;44;Dallas;18/02/2018
31-170;Illa;Thoumasson;ithoumassonet@webnode.com;214.109.116.8;C;136;Denver;4/02/2018
60-553;Nessy;Sackur;nsackurib@illinois.edu;237.108.220.127;B;82;Chicago;8/02/2018
69-151;Wittie;Dani;wdani7x@mit.edu;134.175.220.28;D;8;Seattle;24/02/2018
04-513;Branden;Phibb;bphibbnm@usnews.com;1.159.238.53;A;147;Miami;16/02/2018
66-846;Elsy;Iamittii;eiamittii6f@comcast.net;186.253.38.142;A;47;Nueva York;12/02/2018
06-724;Kip;Pernell;kpernell34@twitpic.com;217.204.175.231;C;2;Chicago;22/02/2018
11-583;Price;Cuncarr;pcuncarr6n@usa.gov;229.139.119.135;B;34;Phoenix;13/02/2018
39-247;Ileana;Squibbs;isquibbse3@topsy.com;31.166.220.211;B;85;Denver;17/02/2018
36-900;Janifer;Sulland;jsullandct@tiny.cc;163.26.20.39;A;71;Miami;4/02/2018
34-645;Whit;Grocott;wgrocottmn@over-blog.com;116.155.235.121;B;77;Houston;5/02/2018
81-044;Jonell;Cristofari;jcristofarigb@hhs.gov;141.232.142.251;B;34;Houston;15/02/2018
23-893;Clemente;Huot;chuotpb@loc.gov;227.59.215.153;A;84;Chicago;19/02/2018
02-626;Even;Curnucke;ecurnucke7c@google.pl;113.52.199.46;D;14;Miami;27/02/2018
41-264;Catarina;Frazer;cfrazerep@ucla.edu;24.202.95.153;D;50;Orlando;4/02/2018
41-450;Carmine;Tamblyn;ctamblynco@myspace.com;206.223.235.188;C;72;San Diego;13/02/2018
01-399;Claire;Aldersley;caldersleyig@booking.com;194.65.223.229;B;137;Miami;18/02/2018
79-617;Beauregard;Wasylkiewicz;bwasylkiewiczj4@state.gov;254.124.1.171;B;142;San Fransisco;15/02/2018
84-238;Anastasia;Bleibaum;ableibaum1n@jugem.jp;245.193.45.229;B;38;San Fransisco;4/02/2018
66-379;Marlo;Orys;morysn1@behance.net;25.54.127.210;B;3;Houston;10/02/2018
57-375;Miof mela;Whitworth;mwhitworthm8@psu.edu;5.79.154.96;D;49;Chicago;18/02/2018
79-658;Arlinda;Marks;amarkse9@oracle.com;96.184.224.72;A;98;Los Angeles;14/02/2018
62-712;Carolann;Looker;clooker9f@ebay.com;215.7.144.56;B;56;Altanta;13/02/2018
84-399;Fairfax;Stockow;fstockowh5@go.com;192.255.146.19;B;44;San Fransisco;19/02/2018
83-926;Grata;Duckit;gduckit9d@digg.com;72.151.167.31;B;17;Nueva York;18/02/2018
03-010;Tannie;Woollaston;twoollastonky@smh.com.au;120.219.61.239;A;8;Seattle;7/02/2018
04-771;Gabi;Govinlock;ggovinlockil@gov.uk;4.40.92.236;C;115;Los Angeles;16/02/2018
11-139;Liane;Dehn;ldehnem@cdc.gov;22.181.128.235;B;118;San Diego;19/02/2018
65-297;Pyotr;Giacomo;pgiacomo4b@mysql.com;30.19.125.85;D;84;San Diego;20/02/2018
00-100;Chloe;Caldeyroux;ccaldeyroux96@nytimes.com;191.90.69.153;D;92;Los Angeles;17/02/2018
54-911;Bridie;Bambra;bbambrajy@cocolog-nifty.com;23.189.104.184;D;8;San Diego;12/02/2018
78-509;Bonita;Schooley;bschooleyn2@ask.com;99.144.209.171;D;26;San Diego;26/02/2018
93-436;Clarinda;Lukes;clukesff@globo.com;67.181.21.123;C;75;Nueva York;2/02/2018
93-224;Jessi;Wye;jwye6l@mapquest.com;10.47.21.233;D;128;Altanta;7/02/2018
70-675;Marta;Golder;mgolderkj@flavors.me;165.40.231.202;D;11;Chicago;3/02/2018
87-840;Shaine;Macoun;smacouni3@scribd.com;74.151.7.139;A;20;Chicago;1/02/2018
15-031;Rice;Lujan;rlujan53@plala.or.jp;176.5.182.64;A;113;Nueva York;10/02/2018
81-869;Walsh;Rosenschein;wrosenscheinfo@parallels.com;194.150.65.2;C;33;Orlando;17/02/2018
41-200;Ulrika;Grinsted;ugrinstedhl@washington.edu;218.24.14.50;D;40;Chicago;25/02/2018
62-364;Tiffy;Casajuana;tcasajuanai8@squidoo.com;143.92.106.99;C;36;Houston;13/02/2018
86-139;Aidan;Cogar;acogarj3@gov.uk;104.241.154.9;B;129;Los Angeles;26/02/2018
87-276;Ira;Lavallie;ilavallielc@hostgator.com;250.20.117.122;C;137;Nueva York;26/02/2018
46-600;Brew;Sture;bsture92@guardian.co.uk;1.201.44.170;C;60;Altanta;7/02/2018
73-067;Valenka;Gerin;vgerin7u@merriam-webster.com;82.6.236.126;B;35;Denver;1/02/2018
60-195;Geri;Seares;gsearesjz@berkeley.edu;204.117.143.242;D;97;Miami;18/02/2018
84-859;Berty;O'Growgane;bogrowgane46@whitehouse.gov;10.166.15.9;D;139;Nueva York;19/02/2018
14-568;Ambros;Scotson;ascotson9@ebay.com;189.133.32.130;D;29;Los Angeles;14/02/2018
02-363;Analiese;Chatelet;achatelet8m@java.com;76.189.136.8;D;11;Seattle;16/02/2018
54-751;Britteny;Westhofer;bwesthoferm6@storify.com;168.128.208.78;C;73;Los Angeles;1/02/2018
14-323;Maxi;Rimmington;mrimmingtong3@surveymonkey.com;28.0.85.159;B;18;Denver;14/02/2018
48-974;Wash;Jessope;wjessopels@boston.com;248.187.66.74;D;14;Orlando;18/02/2018
22-070;Ailee;Fiddymont;afiddymontlb@yellowbook.com;13.53.83.107;B;71;San Diego;24/02/2018
77-704;Major;Pourvoieur;mpourvoieurox@hp.com;221.13.80.89;D;88;Dallas;1/02/2018
91-219;Morton;Scoggin;mscoggincr@webeden.co.uk;106.246.243.166;A;27;Orlando;16/02/2018
46-862;Silvia;Tilbey;stilbey5c@github.io;158.70.110.196;B;12;Altanta;10/02/2018
38-754;Immanuel;Birrel;ibirrel4u@delicious.com;50.140.135.164;B;12;Seattle;17/02/2018
20-237;Gannie;Terrington;gterrington7p@amazon.com;240.30.54.152;C;124;Miami;7/02/2018
13-696;Clevie;Ravenscroftt;cravenscroftthm@blogspot.com;253.35.60.253;D;136;Orlando;23/02/2018
48-739;Mamie;Phillip;mphillipnn@youku.com;11.40.81.101;D;74;Orlando;2/02/2018
47-585;Riley;McKerton;rmckerton7a@boston.com;74.125.203.30;C;9;Miami;1/02/2018
80-668;Ilse;Cawthry;icawthrya5@tumblr.com;71.203.23.247;B;23;Dallas;9/02/2018
66-696;Stormie;Berryman;sberryman2@earthlink.net;254.147.167.132;C;146;Phoenix;18/02/2018
11-585;Dmitri;Izakoff;dizakoffa@alibaba.com;99.151.136.83;D;140;Denver;1/02/2018
52-335;Inger;Rickett;irickett38@pen.io;67.233.10.211;B;131;Nueva York;19/02/2018
80-713;Florian;Bagnell;fbagnellin@ucla.edu;200.158.37.203;C;59;Orlando;19/02/2018
54-779;Alain;Dymond;adymondbf@gnu.org;80.129.53.74;B;68;Phoenix;22/02/2018
06-838;Allyce;Pesterfield;apesterfieldnr@diigo.com;2.229.110.244;A;18;Altanta;24/02/2018
30-138;Loren;Stodit;lstodithx@ustream.tv;122.75.210.53;C;9;Los Angeles;25/02/2018
91-410;Dunstan;Broszkiewicz;dbroszkiewicz4x@wordpress.com;87.55.210.200;A;117;Chicago;1/02/2018
53-191;Siffre;Allett;sallettob@plala.or.jp;229.223.146.24;A;20;Nueva York;3/02/2018
27-685;Aidan;Hawkey;ahawkeyis@sitemeter.com;7.103.245.94;C;7;Los Angeles;17/02/2018
85-829;Gianna;Macenzy;gmacenzyjs@smugmug.com;55.48.32.4;D;88;Chicago;25/02/2018
68-304;Tessy;Kingh;tkinghhs@yale.edu;224.10.74.142;A;100;Houston;5/02/2018
48-141;Deena;Crosland;dcrosland8n@blogtalkradio.com;211.53.189.56;B;25;Miami;6/02/2018
17-647;Monika;Marjanovic;mmarjanovicj2@gov.uk;68.5.104.187;B;45;San Diego;11/02/2018
29-409;Torrance;Eastope;teastope79@fc2.com;93.97.253.238;A;121;Phoenix;2/02/2018
97-456;Jervis;Boundey;jboundey8r@yahoo.co.jp;237.163.99.133;C;94;Nueva York;12/02/2018
14-245;Jayson;Clutten;jcluttenp7@wunderground.com;117.10.107.52;B;107;Houston;19/02/2018
12-353;Timmy;Tander;ttander6z@rakuten.co.jp;92.180.188.39;D;121;Chicago;13/02/2018
67-979;Shepherd;Slimming;sslimming4t@alexa.com;200.254.79.5;B;90;Chicago;4/02/2018
82-503;Loise;Pellingar;lpellingar8x@si.edu;29.81.54.220;D;33;Houston;8/02/2018
91-241;Gabriele;Lyster;glystere7@biblegateway.com;113.89.170.93;B;48;San Fransisco;7/02/2018
21-609;Mikael;Benedicto;mbenedictopx@sbwire.com;200.63.47.105;C;68;Phoenix;4/02/2018
49-002;Tomas;Garrard;tgarrard9e@census.gov;164.33.212.38;A;133;Chicago;11/02/2018
44-107;Barbie;Pierri;bpierrio1@shinystat.com;9.210.218.38;B;47;Denver;12/02/2018
63-740;Marge;Medler;mmedler8y@yellowpages.com;171.17.164.105;A;33;San Fransisco;26/02/2018
52-347;Renado;Whysall;rwhysallch@printfriendly.com;175.228.12.66;D;104;San Fransisco;15/02/2018
29-303;Barbi;Walters;bwalters73@rakuten.co.jp;62.149.229.134;D;71;Nueva York;26/02/2018
02-629;Bel;Keher;bkeherm0@nature.com;49.4.27.61;D;107;Nueva York;8/02/2018
05-329;Laure;Whiffen;lwhiffenl@earthlink.net;90.31.156.92;B;53;Chicago;9/02/2018
90-153;Hunfredo;Kermannes;hkermannesg6@bigcartel.com;230.180.51.240;B;22;Los Angeles;22/02/2018
29-373;Monti;Yandell;myandellhw@creativecommons.org;159.43.164.219;C;62;San Diego;20/02/2018
93-921;Cindi;O'Dare;codarern@quantcast.com;178.29.187.0;A;94;Denver;9/02/2018
39-865;Moe;Beckinsall;mbeckinsall7y@npr.org;117.152.31.185;C;92;Houston;16/02/2018
13-203;Magnum;Linke;mlinkegt@bravesites.com;133.39.17.89;A;57;Dallas;6/02/2018
38-098;Manuel;Hawkett;mhawkettkc@gov.uk;77.158.37.22;B;140;Orlando;27/02/2018
45-507;Arlyn;Laxtonne;alaxtonne1e@cbslocal.com;202.21.223.1;B;100;Houston;10/02/2018
23-668;Marcos;Peirazzi;mpeirazzio0@blogger.com;218.123.6.25;C;98;Denver;15/02/2018
53-064;Deeann;Ledwich;dledwich8h@ask.com;242.51.27.7;B;85;Seattle;23/02/2018
01-822;Flor;Sutch;fsutchmu@edublogs.org;178.220.232.153;B;115;Seattle;23/02/2018
11-199;Flor;Clement;fclementb9@ovh.net;130.222.161.37;C;146;Denver;15/02/2018
74-411;Abagail;Simpkin;asimpkinlg@squidoo.com;117.3.145.1;C;38;Phoenix;1/02/2018
05-690;Glen;Joubert;gjouberte4@fc2.com;133.239.151.181;B;123;San Diego;18/02/2018
69-228;Bari;Guitton;bguittonpg@naver.com;204.226.24.2;B;34;Houston;2/02/2018
19-693;Rodi;Dannett;rdannett5q@myspace.com;221.242.19.15;D;2;Los Angeles;8/02/2018
95-424;Carny;Pepin;cpepinnq@csmonitor.com;233.109.115.179;D;35;Denver;24/02/2018
28-493;Pascale;Rumble;prumblep5@mashable.com;225.104.155.182;C;6;San Diego;27/02/2018
58-113;Angelico;Chaize;achaizerb@wix.com;163.63.81.94;D;130;San Fransisco;1/02/2018
02-019;Maia;Springle;mspringlekl@zdnet.com;163.16.82.129;A;23;Los Angeles;24/02/2018
71-627;Gabriel;Bedward;gbedwardpk@stumbleupon.com;163.41.57.13;B;38;Altanta;18/02/2018
12-169;Kariotta;Storton;kstortonjf@comsenz.com;147.199.19.95;A;60;Seattle;6/02/2018
95-821;Raquel;Furmagier;rfurmagiern9@bloglines.com;48.179.194.243;C;67;Nueva York;17/02/2018
46-488;Pattie;Conyers;pconyers55@chronoengine.com;25.152.118.202;B;28;Houston;25/02/2018
37-680;Alie;Walklott;awalklottfj@hc360.com;103.214.11.216;C;101;San Fransisco;17/02/2018
80-310;Justen;Cristofor;jcristoforja@ed.gov;109.195.150.251;B;89;Nueva York;23/02/2018
03-789;Bertina;Cheal;bchealke@columbia.edu;1.229.170.254;C;106;Orlando;24/02/2018
25-879;Kilian;Vasyutichev;kvasyutichevq5@narod.ru;222.140.222.196;C;150;Los Angeles;15/02/2018
87-754;Royal;Jope;rjopeft@paypal.com;190.137.172.50;B;145;Phoenix;6/02/2018
42-916;Ted;Margrett;tmargrettnt@usatoday.com;188.173.249.146;B;53;Phoenix;16/02/2018
79-351;Emelita;Curuclis;ecuruclis97@rakuten.co.jp;63.252.167.137;C;65;Los Angeles;10/02/2018
70-397;Travers;Ellice;telliceht@arizona.edu;169.12.166.188;C;31;Altanta;1/02/2018
53-051;Felike;Hilldrop;fhilldroppt@linkedin.com;72.103.167.188;D;129;Chicago;23/02/2018
89-693;Kara-lynn;Hoyes;khoyes1j@godaddy.com;147.253.14.204;A;149;Nueva York;11/02/2018
69-973;Earl;Rayne;erayne50@gov.uk;229.242.204.146;C;74;Altanta;15/02/2018
23-047;Rivalee;Schofield;rschofield62@house.gov;217.179.56.63;B;120;Chicago;20/02/2018
64-016;Barron;McMenamy;bmcmenamy56@t.co;141.239.175.229;D;93;Los Angeles;24/02/2018
99-358;Renee;Densham;rdenshamop@a8.net;188.246.185.199;C;16;Dallas;10/02/2018
37-503;Billy;Bravey;bbraveyl9@house.gov;169.149.160.126;C;137;Houston;16/02/2018
17-714;Flory;Shadrach;fshadrachda@topsy.com;96.54.136.174;A;56;Phoenix;9/02/2018
28-107;Dacey;Vlies;dvliesga@com.com;55.205.182.165;A;140;San Diego;18/02/2018
10-039;Carmon;Joiris;cjoirisi7@time.com;24.54.58.131;A;108;Miami;21/02/2018
37-067;Barry;Brimblecomb;bbrimblecombcd@state.gov;147.101.76.64;D;50;Nueva York;25/02/2018
96-040;Willis;Glynne;wglynnegd@gmpg.org;130.206.67.202;B;23;Phoenix;25/02/2018
16-909;Charlton;Wibrew;cwibrewpo@mtv.com;88.134.82.147;C;41;Orlando;3/02/2018
50-775;Andros;Ciobotaru;aciobotaru14@dmoz.org;151.66.35.230;B;130;Phoenix;2/02/2018
32-757;Erna;Morch;emorchlf@icq.com;181.188.34.114;C;120;San Fransisco;4/02/2018
00-396;Joannes;Hischke;jhischkeq1@microsoft.com;152.150.139.64;C;147;Nueva York;17/02/2018
96-886;Fanya;Hember;fhemberow@wunderground.com;120.185.189.176;A;71;Orlando;4/02/2018
46-822;Melanie;Augie;maugie4f@google.com.br;97.20.125.222;C;33;Denver;13/02/2018
03-378;Alvy;Tuke;atukeoa@mit.edu;91.217.102.255;A;120;Dallas;18/02/2018
67-225;Mead;Brum;mbrum2f@dagondesign.com;187.212.186.16;B;4;Denver;25/02/2018
51-558;Libbie;Cuddy;lcuddyhk@paypal.com;1.168.159.86;C;4;Chicago;16/02/2018
18-050;Don;Golden of Ireland;dgoldenofireland15@earthlink.net;33.195.65.65;B;27;San Diego;26/02/2018
73-726;Chantal;Boman;cbomanhq@businesswire.com;34.14.161.249;B;139;Miami;19/02/2018
87-221;Stoddard;Oldford;soldfordki@gov.uk;148.74.188.150;B;81;San Fransisco;8/02/2018
80-838;Temp;Lodewick;tlodewick68@washingtonpost.com;14.79.30.23;C;99;Altanta;13/02/2018
06-825;Kimbra;McGraffin;kmcgraffing@google.cn;129.190.128.132;C;63;Denver;2/02/2018
75-383;Annissa;Barok;abarokq@wikimedia.org;252.165.230.236;A;104;Orlando;14/02/2018
23-336;Yank;Sancho;ysanchorf@miitbeian.gov.cn;25.238.152.143;A;138;San Diego;22/02/2018
76-270;Sibella;Matiebe;smatiebeeg@ucoz.ru;5.68.140.12;C;13;San Diego;21/02/2018
29-565;Elmo;Sharland;esharland2h@about.com;164.177.35.131;D;9;Nueva York;5/02/2018
18-172;Willabella;Kebell;wkebellfh@biglobe.ne.jp;223.158.33.226;B;13;Los Angeles;1/02/2018
35-300;Rouvin;Guidera;rguiderakg@blogspot.com;30.17.74.12;D;96;Houston;14/02/2018
54-404;Bartlett;Ilyenko;bilyenkofu@nasa.gov;103.249.109.178;A;84;Nueva York;6/02/2018
64-630;Francis;Bertomier;fbertomier4j@msn.com;221.187.133.220;A;127;Orlando;18/02/2018
07-357;Joachim;Regglar;jregglarrq@jalbum.net;160.95.217.112;A;61;San Fransisco;15/02/2018
37-832;Perla;Moizer;pmoizerhf@redcross.org;238.239.150.67;C;75;Dallas;18/02/2018
